GEOID,NAME,variable,B08121_001_estimate,B08121_001_moe,Total_Worked_At_Home_estimate,Total_Worked_At_Home_021_moe,Total_Married_Couple_Family_estimate,Total_Married_Couple_Family_moe,Total_PopOneRace_White_estimate,Total_PopOneRace_White_moe
42101033300,"Census Tract 333, Philadelphia County, Pennsylvania",B08121_001,39410,11335,40,30,580,84,3257,413
42101033400,"Census Tract 334, Philadelphia County, Pennsylvania",B08121_001,30271,3944,71,58,861,156,3378,441
42101033500,"Census Tract 335, Philadelphia County, Pennsylvania",B08121_001,30399,9779,42,44,555,107,2047,386
42101033600,"Census Tract 336, Philadelphia County, Pennsylvania",B08121_001,29797,3675,132,106,1159,161,5210,645
42101033701,"Census Tract 337.01, Philadelphia County, Pennsylvania",B08121_001,27811,3389,92,91,939,220,3959,526
42101033702,"Census Tract 337.02, Philadelphia County, Pennsylvania",B08121_001,31078,9866,23,38,1072,176,3307,414
42101033800,"Census Tract 338, Philadelphia County, Pennsylvania",B08121_001,35245,5988,0,14,1119,177,4604,706
42101033900,"Census Tract 339, Philadelphia County, Pennsylvania",B08121_001,40491,5159,31,25,481,72,2494,393
42101034000,"Census Tract 340, Philadelphia County, Pennsylvania",B08121_001,50874,5008,63,43,529,79,2151,291
42101034100,"Census Tract 341, Philadelphia County, Pennsylvania",B08121_001,37500,9519,4,10,1087,164,5168,549
42101034200,"Census Tract 342, Philadelphia County, Pennsylvania",B08121_001,43706,3890,33,41,588,78,2555,310
42101034400,"Census Tract 344, Philadelphia County, Pennsylvania",B08121_001,46233,7391,52,57,1567,156,6126,519
42101034501,"Census Tract 345.01, Philadelphia County, Pennsylvania",B08121_001,24107,5674,36,40,480,83,2164,201
42101034502,"Census Tract 345.02, Philadelphia County, Pennsylvania",B08121_001,35046,6840,20,30,872,163,3372,553
42101034600,"Census Tract 346, Philadelphia County, Pennsylvania",B08121_001,37254,6181,27,29,407,99,1500,287
42101034701,"Census Tract 347.01, Philadelphia County, Pennsylvania",B08121_001,39719,7842,70,88,1015,168,4478,479
42101034702,"Census Tract 347.02, Philadelphia County, Pennsylvania",B08121_001,42875,10343,28,25,836,119,3009,362
42101034801,"Census Tract 348.01, Philadelphia County, Pennsylvania",B08121_001,35735,1871,1,3,871,98,3919,404
42101034802,"Census Tract 348.02, Philadelphia County, Pennsylvania",B08121_001,32544,7717,13,23,676,179,3816,429
42101034803,"Census Tract 348.03, Philadelphia County, Pennsylvania",B08121_001,35833,4824,18,22,847,106,3463,419
42101034900,"Census Tract 349, Philadelphia County, Pennsylvania",B08121_001,36705,6274,66,85,698,155,3535,468
42101035100,"Census Tract 351, Philadelphia County, Pennsylvania",B08121_001,45680,7904,0,10,600,120,3738,372
42101035200,"Census Tract 352, Philadelphia County, Pennsylvania",B08121_001,41322,6891,123,82,813,90,3603,333
42101035301,"Census Tract 353.01, Philadelphia County, Pennsylvania",B08121_001,42420,5860,60,47,943,107,4746,300
42101035302,"Census Tract 353.02, Philadelphia County, Pennsylvania",B08121_001,40644,5060,51,40,712,122,3887,321
42101035500,"Census Tract 355, Philadelphia County, Pennsylvania",B08121_001,36844,6775,52,45,1225,172,5388,544
42101035601,"Census Tract 356.01, Philadelphia County, Pennsylvania",B08121_001,44050,4220,16,26,1185,166,4458,467
42101035602,"Census Tract 356.02, Philadelphia County, Pennsylvania",B08121_001,46651,6248,9,14,773,108,2070,270
42101035701,"Census Tract 357.01, Philadelphia County, Pennsylvania",B08121_001,25927,3026,25,38,821,121,2415,319
42101035702,"Census Tract 357.02, Philadelphia County, Pennsylvania",B08121_001,28898,3452,0,10,692,129,3340,368
42101035800,"Census Tract 358, Philadelphia County, Pennsylvania",B08121_001,34679,9004,41,48,1296,210,5227,476
42101035900,"Census Tract 359, Philadelphia County, Pennsylvania",B08121_001,43711,5631,46,45,944,141,4014,302
42101036000,"Census Tract 360, Philadelphia County, Pennsylvania",B08121_001,39670,4814,22,23,463,97,1853,354
42101036100,"Census Tract 361, Philadelphia County, Pennsylvania",B08121_001,36904,6827,22,30,614,107,3050,308
42101036201,"Census Tract 362.01, Philadelphia County, Pennsylvania",B08121_001,40588,4202,46,42,796,115,4187,384
42101036202,"Census Tract 362.02, Philadelphia County, Pennsylvania",B08121_001,37467,5465,5,12,1101,164,5242,573
42101036203,"Census Tract 362.03, Philadelphia County, Pennsylvania",B08121_001,43393,4654,50,45,1075,103,5132,264
42101036301,"Census Tract 363.01, Philadelphia County, Pennsylvania",B08121_001,42642,3368,8,14,694,111,2793,251
42101036302,"Census Tract 363.02, Philadelphia County, Pennsylvania",B08121_001,36154,4035,35,39,530,85,2303,333
42101036303,"Census Tract 363.03, Philadelphia County, Pennsylvania",B08121_001,42231,3126,40,44,1257,167,5600,455
42101036400,"Census Tract 364, Philadelphia County, Pennsylvania",B08121_001,23958,12124,23,26,101,21,565,195
42101036501,"Census Tract 365.01, Philadelphia County, Pennsylvania",B08121_001,35843,5412,1,2,832,139,4162,603
42101036502,"Census Tract 365.02, Philadelphia County, Pennsylvania",B08121_001,41889,7320,40,31,902,106,3755,290
42101036600,"Census Tract 366, Philadelphia County, Pennsylvania",B08121_001,62171,4729,124,69,417,99,1308,216
42101036700,"Census Tract 367, Philadelphia County, Pennsylvania",B08121_001,62955,6300,179,79,434,91,2290,219
42101036900,"Census Tract 369, Philadelphia County, Pennsylvania",B08121_001,8425,2288,163,68,195,55,3345,323
42101037200,"Census Tract 372, Philadelphia County, Pennsylvania",B08121_001,31678,4575,61,52,697,112,3019,324
42101037300,"Census Tract 373, Philadelphia County, Pennsylvania",B08121_001,46905,8229,87,92,1207,154,5088,449
42101037500,"Census Tract 375, Philadelphia County, Pennsylvania",B08121_001,43066,8233,120,77,587,87,1838,292
42101037600,"Census Tract 376, Philadelphia County, Pennsylvania",B08121_001,39291,16001,108,86,226,82,1469,371
42101037700,"Census Tract 377, Philadelphia County, Pennsylvania",B08121_001,12056,8450,96,95,192,67,1945,630
42101037800,"Census Tract 378, Philadelphia County, Pennsylvania",B08121_001,43620,6458,47,36,291,96,2164,318
42101037900,"Census Tract 379, Philadelphia County, Pennsylvania",B08121_001,38809,6696,56,44,1001,140,5235,553
42101038000,"Census Tract 380, Philadelphia County, Pennsylvania",B08121_001,30867,6866,0,10,167,49,1944,256
42101038100,"Census Tract 381, Philadelphia County, Pennsylvania",B08121_001,30688,2551,13,14,66,28,518,140
42101038200,"Census Tract 382, Philadelphia County, Pennsylvania",B08121_001,27446,2454,26,29,194,58,1601,216
42101038300,"Census Tract 383, Philadelphia County, Pennsylvania",B08121_001,21543,6880,9,14,189,79,1085,359
42101038400,"Census Tract 384, Philadelphia County, Pennsylvania",B08121_001,63657,6162,50,37,544,55,2034,178
42101038500,"Census Tract 385, Philadelphia County, Pennsylvania",B08121_001,75298,14730,39,25,408,55,1592,132
42101038600,"Census Tract 386, Philadelphia County, Pennsylvania",B08121_001,88893,12979,69,34,373,48,1160,88
42101038700,"Census Tract 387, Philadelphia County, Pennsylvania",B08121_001,45588,21958,166,78,394,46,2043,245
42101038800,"Census Tract 388, Philadelphia County, Pennsylvania",B08121_001,6.00E+04,16370,261,94,779,103,2321,206
42101038900,"Census Tract 389, Philadelphia County, Pennsylvania",B08121_001,24714,3076,66,71,278,71,340,172
42101039000,"Census Tract 390, Philadelphia County, Pennsylvania",B08121_001,27679,8353,120,102,617,181,1838,463
42101980000,"Census Tract 9800, Philadelphia County, Pennsylvania",B08121_001,19500,15704,19,24,13,8,588,366
42101980100,"Census Tract 9801, Philadelphia County, Pennsylvania",B08121_001,83906,29847,4,6,16,14,107,36
42101980200,"Census Tract 9802, Philadelphia County, Pennsylvania",B08121_001,36146,19398,14,21,80,22,624,223
42101980300,"Census Tract 9803, Philadelphia County, Pennsylvania",B08121_001,NA,NA,0,10,0,10,0,10
42101980400,"Census Tract 9804, Philadelphia County, Pennsylvania",B08121_001,NA,NA,0,10,0,10,0,10
42101980500,"Census Tract 9805, Philadelphia County, Pennsylvania",B08121_001,NA,NA,0,10,0,10,0,10
42101980600,"Census Tract 9806, Philadelphia County, Pennsylvania",B08121_001,NA,NA,0,10,0,10,0,10
42101980700,"Census Tract 9807, Philadelphia County, Pennsylvania",B08121_001,NA,NA,0,10,0,10,0,10
42101980800,"Census Tract 9808, Philadelphia County, Pennsylvania",B08121_001,NA,NA,0,10,0,10,0,10
42101980900,"Census Tract 9809, Philadelphia County, Pennsylvania",B08121_001,NA,NA,0,10,0,10,4,5
42101989100,"Census Tract 9891, Philadelphia County, Pennsylvania",B08121_001,NA,NA,0,10,0,10,568,186
